person_id,institution,program
5282,"University of Illinois - Chicago, IL, Anna University - Chennai, Tamil Nadu","M.S in Management Information Systems, Bachelor of Engineering in Computer Science and Engineering"
5284,BITS Pilani University,B.E. in Chemical Engineering
5286,University of Massachusetts - Lowell,Master of Science in Computer Engineering
5287,Sonoma State University,B.S. in Physics
5288,Hashemite University,Bachelor's Degree in computer science
5289,State University of NY @ New Paltz,B.S. in Accounting/History
5290,San Jacinto College,Bachelors in App Development in UX and Graphic Design
5291,"Gujarat University, Bridgeport University","Bachelor of Engineering in Information Technology, Master in Computer Science"
5292,"Rhode Island College, Johnston Sr. High School, LaSalle Academy","Business, High School Diploma"
5293,"University of Houston - Clear Lake, Osmania University","Master's in Computer Science, Bachelor's in Computer Science"
5294,Drexel University,Bachelor of Science in Computer Science
5295,"Maharishi University of Management, Bahir Dar University Engineering Faculty","Master's in Computer Science, Bachelor's in Computer Science"
5296,"Western Governors University, Salt Lake Community College","B.S. in Business Management, A.S. in Business"
5297,Holmes Community College,Associates Degree
5298,Northeastern University,Master of Science in Electrical Engineering
5299,Oakland University,B.A. in Computer Science
5300,California University of Management and Sciences,Masters in Computer Information Systems
5301,University of Westminster,BA in Business Management
5302,George Washington University (GW),Bachelor of Computer Application in Computer Application
5303,"New Jersey Institute of Technology, Hangzhou Electrical Technology University","M.S in Electrical and Computer Engineering, Information Technology"
5304,"Government Engineering College - Thiruvananthapuram, Kerala",Bachelor of Information Technology
5306,"Tulane University School of Medicine, Elon University",B.S. in Biochemistry
5307,Rochester College,Bachelor of Science
5309,"Seminole State College, DevMountain","AA in General Studies, Web Development"
5310,,
5311,USM,Bachelor's in Computer Science
5312,"University of Maryland, University of Kerala","M. Eng in Software, B. Tech in Information Technology in Banking and Insurance"
5313,"Emerson Graduate School, Asbury College","Master of Arts in TV&Film Production, Bachelor of Arts in TV&Film Production"
5314,"University of Texas at Austin, University of Southern California, App Academy","PhD in American Studies, BA in Anthropology, Ruby on Rails, Backbone, and React"
5315,"New York University, Central Michigan University","M.S. in Global Affairs, B.A. in Political Science and Business"
5316,"University of Michigan, Duke University",Certificate
5317,"University of California - Irvine, CA",Bachelor of Science in Information and Computer Science
5318,Cerritos College,Certification in Web Designer
5319,"UNIVERSAL TECHNICAL INSTITUTE, TEMESCAL CANYON HIGH SCHOOL","Diploma in Sales Success, Diploma"
5320,San Jose State University,Masters in computer science
5321,Silicon Valley University,Master in Business Administration
5322,College of the Canyons,Associate in Computer science
5323,"Ruby on Rails App Academy, University of Texas at Austin, University of Southern California","Ruby on Rails, PhD in American Studies, BA in Anthropology"
5324,California State University,Bachelor of Science in Computer Information Technology
5326,Soft Academy,
5327,Damascus University,Bachelor's
5328,Cornell Tech,MSc in Engineering in Computer Science
5329,Università di Bologna,Bachelor in Computer Science Engineering
5330,High school or equivalent,
5331,Pittsburg State University,Masters in Engineering Technology in Engineering Technology
5332,"University of Texas at Dallas, SRM University","Information Technology and Management, Technology"
5333,Master's,
5334,ITT Technical Institute of Technology,A.A.S degree in Computer Networking
5336,sikkim manipal university,BscIT
5338,"Stony Brook University, New Utrecht High School",Computer Science
5339,Point Park University,BA in Cinema Production
5340,"Bloc.io, Northeastern University, Lehigh University","Master's in Software Engineering, Business of Music, Philosophy & Psychology"
5342,The College of New Jersey,B.A. in Interactive Multimedia
5343,Rivne State Humanitarian University,Bachelor in Management Information Systems
5345,Mumbai University,B.E in EXTC
5346,Ridgewater College,Associate of Science in Computer Programmer
5347,"Oklahoma State University, Jawaharlal Nehru Technology University","Master of Science in Management Information Systems, B. Tech in Computer Science Engineering"
5348,"JNT University - Visakhapatnam, Andhra Pradesh",BS in Computer Science
5349,University of Illinois at Chicago,Bachelor of Science in Mathematics
5350,Jawaharlal Nehru University,Bachelor of Technology in Computer Science
5351,"Delaware Tech Community College, JNTU - Kakinada, Andhra Pradesh","Computer Science, Bachelor of Technology in Engineering"
5352,University of California - Santa Cruz,Bachelor of Science degree in Computer Science
5353,"International Technological University, National Aviation University","M.S. in Software Engineering, B.S. in Software Engineering"
5354,Aurora University,Bachelor's in Computer Science
5356,California State University,Bachelor of Science in Computer Information Technology
5357,Brigham Young University,B.S. in Computer Science
5358,,
5359,Gomel State University,"Bachelor in Computer Science, Applied Mathematics and Programming"
5360,South-West University Neofit Rilski,BA in Public Relations
5361,Quaid e Azam College Sahiwal,Mechanical Diploma
5363,"AMA Computer College, Maranatha Christian Academy",Bachelor of Science in Computer Science
5364,Biju Patnaik University of Technology,B.TECH
5365,Design Art Institute of Portland,Bachelor of Science in Web Design & Interactive Media Design
5366,University of Wisconsin-Stevens Point,Bachelors of Science in Web and Digital Media Development
5367,Brigham Young University-Idaho,Bachelor's in Communications: Visual Media Emphasis
5369,University of Oregon,Bachelor's in Graphic Design
5370,"Southern Methodist University, HOHAI University","Master of Science in Electrical Engineering, Bachelor of Science in Telecommunication Engineering"
5371,Rasmussen College of Ocala,Associate of Science in Multimedia Technologies in Digital Design & Animation
5372,Cape Technikon University of Technology,2yr BA in Graphic Design
5373,"Sri Venkateswara College of Engineering, Anna University, NIIT","Bachelor's in Electronics and Communications Engineering, Software Engineering with Java Specialization"
5374,George Mason,BA in Graphic Design
5375,Bachelor of technology,
5376,"O'REILLY SCHOOL OF TECHNOLOGY, NORTH PARK UNIVERSITY, ROCHESTER COMMUNITY AND TECHNICAL COLLEGE","CERTIFICATE, B.A in EXERCISE SCIENCE, A.A. in LIBERAL ARTS AND SCIENCES"
5379,Moody Bible Institute,Bachelor's in Bible
5380,Waukesha County Technical College,Web Design + Development
5381,University of Georgia,Bachelor of Science in Consumer Economics
5382,Bachelor's,
5383,The Kyiv National University,MASTERS in Technologies and Design
5384,"Hofstra University, Zarb School of Business",Bachelor's in Information Systems
5385,"Wichita State University, Amrita University","MS Computer in Networking, BS in Computer Science & Engineering"
5386,Platt College San Diego,BS in Web Design and Development
5387,California State University,"Master of Arts in Illustration, Bachelor of Arts in Illustration"
5388,R.T.M.Nagpur university,HSC
5389,Seattle University,B.S. in Computer Science
5390,Ivan Franko University,Master of International Relations in International Relations
5391,Code School at Dixie State University,WEB/CIT in Computer Science
5392,Collin College,Associate in Web Design
5393,City College of The City University of New York,
5394,"Buffalo, NY",Bachelor's in Computer Information Systems
5395,BROWARD COLLEGE,Associate in Science degree in MUSIC
5396,University of North Texas,Bachelor's in Computer Science
5398,Rowan College at Burlington County,Masters in computer science
5399,"University of Central Florida, Lorenzo Walker Technical College, Florida SouthWestern State College","Computer Programming (Web Development), Computer Programming, Associate of Arts in Business Management"
5400,MARA University of Technology,Bachelor of Engineering in Mechanical
5401,University of South Carolina - Lancaster,Bachelor of Arts in Liberal Studies
5402,"University of Central Missouri, Jawaharlal Nehru Technological University","Master's in Computer Science, Bachelor's in Information Technology"
5403,Georgia Southern University,Bachelor's in English
5404,"San Jose State University, University of Pune","Master of Science in Software Engineering, Bachelor of Engineering in Information Technology"
5405,New England Art Institute,BS in Interactive Development and Design
5406,University of Central Missouri,
5407,"Lamar University, Gujarat Technological University","M.S, Computer Science in Software Engineering, B.E in Computer Engineering"
5408,"California State University - Fullerton, GITAM University, Acharya Nagarjuna University","MS in Software Engineering, M.Tech in Software Engineering, B. Tech in Computer Science"
5409,"Jawaharlal Technological University - Hyderabad, Telangana",Bachelor of Technology in Technology
