person_id,ability
4977,"Front End, Angular, Javascript, UI, Front-End, Angularjs, User Interface, Jquery, HTML5, Programming, HTML, CSS, Git, Gitlab, Github, issue driven workflows, CSS Modules, Web Development, Sharepoint, Web and System Support"
4978,"Result driven Front End Developer, Specializing in User Interface Design and Web development, Developing responsive web applications across devices, Optimizing usability, Designing digital media that expresses core brand values, Producing high quality output without cutting corners, Turning over deliverables that exceed expectations"
4979,"Front End Coding, SEO, Content Management, Landing Pages, Accessibility, Mockups, Internet Marketing, Troubleshooting, Image Cropping, Data Solutions, W3C Compliance, Responsive Code"
4980,"More than 7 years of top experience, Strong background in Front- End web development, Strong background in Back- End web development, Strong background in Project management, Strong background in Timeline development, Strong background in project resource planning, Strong background in Team leading, Strong background in Staff training and development, Strong background in Quality assurance, Strong background in Client relations, Hard-working and driven, Highly-experienced in all aspects of web development, Thoroughly familiar with industry practices, standards, and protocols, Managed a wealth of successful projects and initiatives, Proven in seeing projects to their successful completion, on-time, and within budget"
4981,"strong design skill set, passion for user experience, self-taught in Visual Basic, web projects, failed startup, IT work, front-end development, brand design, expanded product scope, trained new employees, created developer tools"
4982,"Website Developer, High Performance Websites, Front-end Developer"
4983,"14 years of programming experience in Web development, 10 years of professional experience in developing User Interface for web applications and for some desktop applications, Designing web applications with HTML5, XML, JavaScript (ECMA6), JSON, CSS3 and BootStrap3, Experience with Angular 1 Directives, Dependency Injection, Services, Routing, pipes, Forms, Experience with working on High Traffic Websites, Implementing the design to meet Web standards (W3C), on various browsers for cross-browser implementation, Experience dealing with CSS pre-processors SASS, Expertise in using source code control systems such as GIT, JIRA, Jenkins and Perforce, Experience with JavaScript Design Patterns: Module, Module Revealed, Prototype (OOP), Prototype Revealed, Singleton, Experience using JavaScript libraries such as JQuery, React, Jasmine, lodash, underscore, moment, some experience with D3, express, Hands on expertise in working with the JavaScript frameworks like Angular JS, Angular 6, Node JS, Aurelia JS and Backbone JS, Experience in creating single page applications using Angular JS 1.x, HTML5, bootstrap3, Angular, Restful Web API, Experience in JavaScript and involved in writing application level code to interact with APIs, Web Services using JSON, Experience in all phases of Software development life cycle (SDLC), which includes User Interaction, Business Analysis/Modeling, Design/Architecture, Development, Implementation, Integration, Documentation, Testing, and Deployment, Good experience in working with the SCRUM Methodology for Agile development (JIRA is our platform), Good practical knowledge in Object Oriented Programming, also knowledge in OOP in JavaScript (Prototyping, new classes in ecma6 and object creation with Object and literals), Experience in creating Web solutions using Responsive Web Design (RWD) and Bootstrap, Good understanding of Document Object Model (DOM), Good experience in Responsive Web Design and making web pages cross browser compatible, Experience in debugging and troubleshooting the existing code using debugger tools like Chrome developer toolbar, also using Firefox Developer Edition, and to identify problems in the initial stages and execute quick resolutions, Good understanding of HTTP Verbs and Learning, acquiring knowledge on MongoDB and Mongoose, Back- end experience with PHP (YII), MySQL, SQL Server and SQL Language, Experience with C#, report tools, Excellent communication skills, team player, quick learner and self-motivated"
4984,"After Effects (10+ years), HTML (10+ years), HTML5 (10+ years), Illustrator (10+ years), css (10+ years), Front End Javascript (10+ years), LESS (5 years), SASS (5 years), SCSS (3 years), Bootstrap 3 (4 years), Bootstrap 4 (Less than 1 year), React (Less than 1 year), Node (Less than 1 year), NPM (3 years), Yarn (Less than 1 year), Webpack (Less than 1 year), Babel (Less than 1 year), MongoDB (Less than 1 year), Mongoose (Less than 1 year), Visual Studio Code (5 years), Visual Studio (2 years), SVN (5 years), Git (3 years), GitHub (4 years), Git Bash (4 years), JIRA (4 years), Agile (4 years), Scrum (4 years), Photoshop (10+ years), Premiere (10+ years), Wireframes (10+ years), Mock-ups (10+ years), MS Office Suite (10+ years), Final Cut Pro (5 years), Motion (5 years), Cinema 4D (5 years), Mac (10+ years), PC (10+ years), Vue.js (Less than 1 year), Express.js (Less than 1 year), Angular (Less than 1 year), JSON (1 year), AJAX (1 year), REST (Less than 1 year), API's (Less than 1 year), MEAN Stack (Less than 1 year), LAMP Stack (Less than 1 year)"
4985,"Videography, CSS, HTML, jQuery, Photoshop, Premiere, PHP, Wordpress"
4986,"CSS, JavaScript, HTML, jQuery, PHP, WordPress, Magento, XCart, Audio-/Video Editing, Search Engine optimization (SEO), Google Adword, Organic Keyword, Adobe Dreamweaver, Fireworks, Photoshop, Flash, ERP Softwares (Netsuite), Adobe InDesign, Illustrator, Microsoft Office 2007/2010/2013"
4987,"User flows, Wireframing, Interface Design, Prototyping, Logo Design, Identity, Adobe XD, Adobe Illustrator, Adobe Photoshop, Adobe After Effects, Adobe Premiere, Front-End Web Development, HTML, CSS, SCSS, React, GIT, CSS-in-JS, Javascript, jQuery, LESS, Bootstrap, Magento, Wordpress, Roots.io, Critical Thinking"
4988,"HTML5, CSS3, PHP, MySql, jQuery, Javascript, SASS, Responsive HTML, E-mail, LAMP, WAMP, Apache, SSL, SSH, Wordpress, Ecommerce, SEO, SMO, Email marketing, 15+ years business experience"
4989,"UI/UX, front- end development, project management, Front-end developer, designer, data-driven web applications, HTML/CSS developer, Responsive Layout, HTML, CSS, jQuery, JSON, JSP, AngularJS, Accessibility, Design, Video, project management, web development, video production, video editing"
4990,"Over 10 years corporate and freelance experience in creating, updating and maintaining multiple web sites, Expert skills in Javascript/HTML5/CSS3, working knowledge D3.JS / SVG., AngularJS / ES6, Quality controlled all work against past versions of IE, Firefox, Chrome and Safari to ensure cross browser compatibility, Ensuring web site performance, quality and reliability, Ability to produce content quickly and accurately under strict deadlines"
4991,"React, UI, Javascript, Angular, Front End"
4992,"Performed comprehensive frontend development and design work on Building Dynamics, Enhanced unit testing comprehensiveness throughout Building Dynamics, Lead the frontend development of an engineer-facing tool for sensor level analysis, Built an experimental mobile/progressive web app for a solar dashboard using Angular and Ionic, Wrote comprehensive technical and system administrator facing documentation"
4993,"Freelance Website Developer, WordPress Developer, Front-end Developer, Communication, Multitasking, Tight Deadlines, HTML/XHTML, CSS, PHP, jQuery, MySQL, Adobe Photoshop/CS, SVN, Git/GitHub, Sass, Trello, AMP, Smarty"
